X,Y
-118.2363035,34.63080165
-118.6149223,34.45123155
-118.3045801,33.93775884
-118.0765155,33.83504255
-118.0918042,33.90827778
-117.8228997,34.09935093
-118.2080514,33.89597846
-117.9886798,34.01833306
-118.1388196,34.7018061
-118.1143255,34.58231762
-118.2311576,34.05913145
-117.9931982,33.93122256
-118.0761356,34.10341107
-118.7571223,34.15393233
-118.0809161,34.01055481
-118.1908362,34.0492333
-117.986588,34.04747245
-118.2783711,33.91886329
-118.2503626,33.94335459
-118.144133,34.14944696
-118.1193729,33.88217673
-118.0239532,33.94444669
-118.177688,34.05609396
-118.178913,34.05106431
-117.9864626,34.04738817
-118.2754856,33.86634772
-118.4856426,34.43098305
-118.142981,34.70384253
-118.1611561,34.67370899
-118.1423358,33.88549763
-118.1423358,33.88549763
-118.1369513,34.6984334
-117.949939,34.03714196
-118.1481094,34.70391917
-118.1074929,34.57958737
-118.1074929,34.57958737
-118.2637527,33.8251769
-118.0431366,33.92310882
-118.1414922,34.70299369
-118.1767317,33.89964032
-117.9077362,34.07912813
-118.0642895,34.05180639
-118.1207119,34.57990599
-117.9577183,34.08917861
-118.345878,33.94099394
-118.386626,34.09064633
-117.9770042,34.13954018
-118.1142801,34.57952176
-117.9770042,34.13954018
-117.9863074,34.13945661
-118.1252108,33.87844604
-118.0941062,34.57975722
-118.3745692,34.09022641
-117.8289189,34.10665417
-118.0239532,33.94444669
-118.2531378,33.98425238
-118.1691773,34.66655187
-118.0602036,33.97758411
-117.9895991,34.12447728
-118.1741952,34.59340835
-118.3330813,33.98894102
-118.3392211,34.06207081
-117.9811047,34.03439613
-117.9872296,34.05145805
-118.2322966,33.90332273
-118.0664358,33.96935596
-118.0862076,34.06151832
-118.1030112,34.57961736
-118.2754652,33.8712487
-118.2310125,33.93478079
-118.1895292,33.90361842
-118.2903327,33.81014063
-118.2387685,33.9232295
-118.3439967,34.09072051
-118.1013509,33.88260979
-118.4114984,34.42804343
-118.0599542,34.08770567
-118.2965406,33.87662738
-117.9878499,34.01992232
-118.1123714,34.58721756
-118.0430745,34.0465966
-118.1252169,33.88357762
-118.2316295,34.05914118
-118.1548797,33.89285993
-118.0499169,33.8995457
-118.145185,33.87469003
-118.1879008,34.04302366
-118.0677346,34.147918
-118.1635644,33.91017333
-118.0816827,33.91184003
-118.0963416,33.97442778
-117.9462058,34.07472925
-118.1967982,33.94997533
-118.4719433,34.42516062
-117.9929712,34.04248936
-118.0896266,34.06258232
-118.0899082,33.91712801
-118.347492,33.89102972
-118.138514,34.58342869
-118.0213637,33.92317189
-118.0496687,34.09067406
-117.9496899,34.0406148
-118.0814955,33.87365114
-118.1363919,34.58255159
-118.1276672,34.57998161
-118.1476847,34.60174614
-118.6150195,34.45136042
-118.1096558,33.88192897
-118.0309874,34.04151024
-118.1368558,34.0141809
-117.9051262,33.99424953
-117.9493269,34.05036406
-118.7006976,34.13852714
-118.1611571,34.67389112
-118.2887252,33.84212417
-117.9586792,34.08383326
-118.1396878,34.70384388
-118.0683554,33.96913496
-117.8968912,34.01121995
-118.2652352,33.89037872
-117.9885758,33.99648579
-118.1966826,33.89613422
-118.0772228,33.89170852
-118.2051905,34.20702285
-118.2285179,33.89587827
-118.1300569,34.68938839
-118.1118649,34.57953638
-118.34278,34.09121216
-118.0966321,33.86571481
-117.9582983,34.01985252
-118.1420611,33.88480075
-118.1252985,33.88355993
-117.9193208,34.08279713
-118.0037107,33.89847445
-117.9599366,34.01338497
-118.1045373,33.97076275
-118.208532,33.90347947
-117.9208242,33.99604267
-118.1478777,34.14770741
-118.0890203,33.91004425
-118.0823918,33.88564926
-118.2324898,33.8992967
-118.0301065,33.94176176
-118.0785597,33.83876488
-118.2001918,33.89615377
-118.3389965,33.98890865
-118.227185,33.89425476
-118.6021182,34.24269102
-118.0492534,33.9277614
-117.8892883,33.99185717
-118.1130468,33.84099277
-118.3177576,33.93822879
-118.130995,34.0106795
-118.1267829,33.97582473
-117.9900958,33.93191788
-118.1252667,33.88935143
-118.0844489,34.06273865
-117.9164509,34.05020532
-118.0602817,33.91481949
-118.6247612,34.03798034
-118.0818597,33.83875364
-118.1386814,34.70039261
-118.0706499,34.00973108
-118.146202,34.70626979
-118.078763,33.86848396
-118.0710066,33.82701509
-118.182173,34.03948886
-118.2759774,34.05763452
-118.0314376,33.91339569
-118.094555,33.98638332
-118.1905585,34.18798991
-118.2516894,34.04871627
-118.0912509,34.04270322
-118.1363676,34.69477319
-118.0467533,34.56806228
-118.2241373,33.8922881
-118.1547258,34.01755387
-118.1486294,34.03941089
-118.1909611,33.89235306
-118.1743711,34.01884106
-118.4454866,34.6768421
-118.2652948,33.89323772
-118.1303145,34.69906752
-117.9886798,34.01833306
-118.2126249,33.89696014
-118.051096,33.92425437
-118.2511058,33.90292368
-118.2041118,33.88341813
-118.1426734,33.88921152
-118.2116064,33.90707611
-117.893489,33.98776863
-118.1142488,34.55796171
-117.8887542,34.12143994
-118.0998676,33.88754647
-118.0290943,33.92285986
-118.2519505,33.98001616
-118.2516894,34.04871627
-118.206362,33.8836766
-118.0202486,33.94610708
-118.3564628,34.13983485
-118.2078935,33.89608762
-118.08284,33.89749908
-118.2993676,33.84775857
-118.1267829,33.97582473
-118.0277926,34.56770586
-118.6474629,34.15394264
-118.351299,34.13627222
-118.0007886,33.92924163
-118.1610881,33.99199683
-118.0344203,34.56487289
-118.0809963,34.56749314
-118.3762787,34.09442162
-117.9047713,34.10862819
-118.3826088,34.09103392
-118.1600035,33.83292231
-118.1160781,34.57645796
-118.2798908,33.84211495
-117.7919658,34.01557066
-118.148135,34.68285778
-118.1412151,34.55800032
-118.1469116,33.87293688
-118.3355374,34.00040414
-118.2983803,33.94603484
-117.986323,34.13501984
-118.1523097,34.60179021
-118.3002688,33.95686799
-118.148546,33.89647175
-118.1553315,34.18487923
-118.0704666,34.14635873
-118.137623,33.90698409
-118.2594103,34.04977239
-118.3439981,34.09131349
-118.3462226,34.08747751
-118.3386164,34.09439359
-118.0763834,33.84240672
-118.1601088,34.0210866
-118.0360588,34.04063192
-118.4936288,34.37883743
-118.0623915,33.87050292
-118.0914683,33.8583777
-118.0291087,33.90254699
-118.0819003,33.93165796
-118.3380896,33.98891387
-118.2614261,33.91636273
-118.3526273,33.94002446
-118.0941062,34.57975722
-118.4470859,34.41088842
-118.1987845,34.48511485
-118.6149223,34.45123155
-118.1290405,33.87300749
-118.3607735,34.09090799
-118.1571324,34.02046149
-118.2259705,33.90127182
-118.0820779,33.8585003
-118.0980179,33.97796909
-118.0851101,34.05617581
-118.3435668,33.88759243
-118.2978727,33.83164408
-118.1463814,34.19663581
-118.1118649,34.57953638
-117.9490665,34.02807229
-118.3526397,33.94256
-117.968264,34.00627225
-118.090196,33.84390735
-118.0778592,33.99869883
-118.138514,34.58342869
-118.1547772,33.8911132
-118.2287076,33.89594444
-118.5885509,34.26087854
-117.9944989,34.12779468
-118.3002733,33.94774894
-118.3857984,34.07726792
-118.079704,34.00139883
-118.1658938,34.03324592
-118.1658938,34.03324592
-117.9388558,34.04961161
-118.2522135,33.92940302
-118.6150195,34.45136042
-118.1643045,34.02196957
-118.3642388,33.9254905
-118.3091369,33.92833893
-118.0842619,34.54422098
-118.0303589,34.54270969
-118.147376,34.20275171
-118.2351293,34.22117422
-118.1316826,34.66682526
-118.0761981,34.57117076
-118.300288,33.97459266
-118.2742465,34.02337289
-118.7600038,34.16320466
-118.7818802,34.15888309
-118.4530086,34.19326135
-118.0806106,34.08056844
-118.5337824,34.24146705
-117.8949845,34.01023983
-118.0820558,33.86222643
-118.3568091,33.89464924
-118.1468983,33.87476076
-118.3837416,34.07523521
-117.9278296,34.01193086
-117.9708539,34.03615468
-117.9792868,34.03801888
-118.0818576,33.91531614
-118.2163258,33.90983561
-118.181802,33.89626612
-118.1915949,34.61321833
-117.9094874,34.00654266
-118.2084149,33.90296424
-118.0584497,33.9860736
-118.2364886,33.90331971
-118.2064814,33.91008827
-117.8165613,34.10337759
-118.0360223,33.93294518
-117.9582983,34.01985252
-118.2316295,34.05914118
-117.986323,34.13501984
-118.351299,34.13627222
-118.0643344,34.04801666
-118.3145559,33.78958727
-118.2266873,33.91529854
-118.2461205,33.94975399
-118.1208,34.58410739
-118.1512785,33.88903117
-118.3741861,34.09497666
-118.0895834,34.58173901
-118.3156682,33.78945492
-118.0386176,33.95870813
-118.5855811,34.03879175
-117.9278221,34.01160234
-118.0762297,34.0023277
-118.6149223,34.45123155
-118.1548216,34.68705275
-118.1383066,34.70618733
-118.1724175,34.6920264
-118.2423202,33.82427201
-118.0742058,33.82488547
-118.095688,34.05670035
-118.1219959,34.58568205
-118.1347805,34.68667833
-118.2658728,34.04095212
-118.1434913,34.66798766
-118.1442289,34.69569391
-118.2926417,33.83151844
-118.2669217,33.92130374
-118.0933718,33.98849415
-117.9512083,34.02613817
-117.9705437,34.03592891
-118.0808106,33.97017354
-118.1600941,33.89483712
-117.9070484,33.9763526
-118.0292636,34.04619196
-118.0820176,33.8533698
-117.9451804,34.0222866
-118.2817079,33.83162536
-118.0733799,34.14622923
-118.3916923,33.98194106
-118.138514,34.58342869
-117.964435,34.02741505
-117.962377,34.02588564
-118.0949146,33.91635016
-118.1164774,33.83230894
-118.1752369,33.89442758
-117.9749742,34.55770404
-118.2170671,33.89915499
-118.1452296,33.86295469
-118.1118649,34.57953638
-118.3801845,34.18347288
-118.0306172,34.04518073
-118.0306172,34.04518073
-118.1338826,33.87479791
-118.0802087,34.08065126
-118.3199855,33.78954824
-118.0717619,33.8240627
-117.9966515,34.04966226
-117.9891232,34.12570038
-118.5476518,34.42105948
-118.0742062,33.82492574
-118.2508355,33.85502263
-118.0901331,33.97941752
-118.0343206,34.57258497
-118.1835188,34.66388729
-117.8910526,34.00888137
-118.1882822,34.69488802
-118.2708223,34.02582588
-118.3392211,34.06207081
-117.8266493,34.57990834
-117.9932058,33.93089445
-118.146214,33.85792847
-118.0943916,33.98457673
-118.0794263,33.89115416
-118.0886755,33.992917
-118.123146,33.83785819
-118.0605621,33.97357521
-118.2767796,33.813382
-118.1382497,34.69821918
-117.9692676,34.58631233
-118.0681721,33.9022698
-118.0883028,34.00320653
-118.0651504,33.98888423
-118.0785496,33.99757998
-118.0840969,33.84238717
-118.2464996,34.22814941
-118.0681686,34.12805058
-118.3624799,34.09075261
-118.2689972,33.86588415
-118.09937,33.86711353
-117.9760657,34.52104473
-118.3576353,33.87476373
-118.161484,34.02366329
-118.2985643,33.93557697
-118.1602972,33.91053897
-118.1656875,34.67501221
-118.231574,34.64568874
-118.1426845,33.89193907
-118.011768,33.9352244
-118.0957317,34.57959907
-117.8832608,33.99540814
-118.3613298,33.94544942
-118.1462127,34.70759833
-117.824949,34.11748234
-118.2136442,33.87117475
-118.1594523,33.83840502
-118.0637982,33.86775425
-118.2253702,33.89590367
-118.2547509,33.831627
-118.1598345,33.89476877
-118.0804653,34.01222755
-117.9763661,34.06213048
-118.0561026,34.07328991
-118.1109441,33.86025493
-118.1824487,33.88910669
-118.220323,34.64558426
-118.0934635,34.04242572
-118.2918965,33.94125153
-118.3439036,33.93557045
-118.2991446,33.8500653
-118.3523722,33.89465267
-118.1982506,34.49295051
-118.2881075,33.81960106
-118.2178588,33.83467054
-118.0998676,33.88754647
-117.994029,34.07294205
-118.0205702,33.92178809
-118.3253693,33.80476632
-118.2764559,33.8261595
-117.9775344,34.1395374
-118.0764633,33.84072671
-118.0817904,33.83149631
-118.0824337,33.88969437
-118.0270069,33.92669355
-118.1142983,34.58064938
-117.9307249,34.0001738
-117.9895991,34.12447728
-117.9732817,34.13963202
-118.0292333,33.91878148
-118.1477156,34.1937448
-118.2042298,33.8831622
-118.0427084,33.95342118
-117.8181468,34.02594116
-118.6149223,34.45123155
-118.0704666,34.14635873
-118.1355089,34.68944724
-118.6192806,34.24995546
-118.5364389,34.38441867
-118.0584946,34.07844358
-117.9849297,34.03653915
-118.2148244,34.65838858
-118.0239532,33.94444669
-118.3776882,34.09206806
-118.004173,33.90981165
-118.004173,33.90981165
-118.2373363,34.05628055
-118.1470338,34.70770804
-118.3388925,34.10163245
-118.0945583,34.68009643
-118.3388925,34.10163245
-117.9704802,34.05752617
-118.0239532,33.94444669
-118.2990503,33.93090689
-118.1233557,34.70873953
-118.1469928,34.68215195
-118.3500092,34.09294561
-118.6150195,34.45136042
-118.094555,33.98638332
-117.9590479,34.04915079
-118.0212161,33.92468739
-117.8310804,34.11348514
-118.0920555,33.89675811
-118.1739262,34.03204382
-118.3217264,33.7894838
-118.2197083,33.83173003
-117.8279541,34.61245872
-118.0472216,34.03968579
-118.224,33.89022129
-118.0733904,34.08608768
-117.9628461,34.04408297
-117.8519414,34.62009519
-118.2987493,33.93997299
-118.1516163,34.58791051
-118.4743878,34.42291672
-118.0375733,34.56124621
-118.0820288,33.84698796
-117.969474,34.55779451
-118.1523097,34.60179021
-118.0979942,33.84592844
-118.073809,33.91179287
-118.1540204,33.98494903
-118.2756063,33.80794951
-117.9861297,33.90742999
-118.5623399,34.41772027
-118.4733601,34.4252489
-118.3527328,33.90281753
-117.9342519,34.05045297
-118.5389286,34.42514271
-118.3885217,34.09063406
-118.0583244,34.58022857
-118.082205,33.87521012
-118.1426845,33.89193908
-118.5505263,34.39490106
-118.4632732,34.40440675
-118.3016412,33.83154274
-118.3762787,34.09442162
-118.0998676,33.88754647
-118.3861685,34.09064161
-118.098261,33.90070514
-118.0832519,34.1034471
-118.3526425,33.94362033
-118.3598221,33.88636126
-118.1095327,34.57576025
-118.1749236,34.70402854
-118.1338503,33.85045496
-118.081854,33.91355155
-118.0861622,33.91729855
-118.1642422,34.00528743
-118.1590712,34.19811643
-118.4663958,34.41574448
-118.2413533,33.91067136
-118.5321017,34.38584242
-118.4549006,34.40989613
-118.1479387,34.67347408
-118.4512978,34.41653946
-118.2652535,33.92811356
-118.0832019,33.91703985
-118.10599,34.57967042
-118.3573272,34.09005002
-118.0758585,33.89400311
-118.351299,34.13627222
-117.9592613,34.02496782
-117.9581481,34.54473898
-118.4819278,34.43542867
-118.4764567,34.4283742
-118.4819278,34.43542867
-118.4764567,34.4283742
-117.9635262,34.05751329
-118.0734004,33.83870282
-118.3726581,34.09518749
-118.2042105,33.93077629
-117.9375399,34.03741685
-118.1248472,34.58003871
-118.1248472,34.58003871
-118.3613265,33.94467733
-118.1509011,34.58722964
-118.2499285,33.88820237
-117.8381864,34.06924166
-118.0512593,34.04631038
-118.2935285,33.83417004
-118.2504354,34.05024725
-118.6026389,34.46514824
-118.2902654,33.82447101
-118.2232645,33.8844863
-118.0735575,33.82573686
-118.1316601,34.69894709
-118.6672132,34.03951692
-118.109409,33.96246498
-118.2441125,33.83545064
-117.9039413,33.9834376
-118.24769,33.98208392
-118.0465259,33.89519559
-118.0291829,34.03987323
-117.9471231,34.037037
-117.9897512,34.02427281
-118.0228756,34.57615149
-118.3335963,33.88069858
-117.8269004,34.6164807
-118.2444017,33.96015106
-118.2995828,33.8364737
-118.1142801,34.57952176
-118.2581528,33.9164434
-118.3226989,33.78955474
-118.6415267,34.15502058
-118.2423563,33.96008302
-118.1443695,34.7141785
-117.9775349,34.13960609
-118.1187883,34.57503741
-117.9574121,34.00393492
-118.2880632,33.81853305
-118.0821021,34.04084841
-117.8269004,34.6164807
-118.0202575,34.55834122
-118.2754192,33.92013176
-118.2325142,34.05536327
-118.0965259,34.06905417
-118.057361,33.90957598
-118.178913,34.05106431
-118.1096396,34.58462872
-118.1456996,34.58778312
-118.1610545,34.18742353
-118.0860191,34.5727667
-118.1512711,33.88733227
-118.6150195,34.45136042
-118.2250636,33.90962695
-117.9512083,34.02613817
-118.1598345,33.89476877
-118.2316295,34.05914118
-118.2457674,33.90272534
-117.9874467,34.02399151
-118.072873,33.88906819
-118.3002716,33.94595586
-118.2314855,33.9747357
-118.1668572,34.69592502
-118.0658932,33.98812776
-118.3511112,34.09077606
-117.8947202,34.01326219
-118.2904148,33.81009685
-118.247663,33.96825092
-118.2921038,33.91650875
-118.0397883,34.09190494
-118.1208574,34.58248588
-118.1601473,33.88795745
-118.2407175,33.95796176
-118.2554979,33.98529396
-118.094555,33.98638332
-118.0452409,34.55806677
-118.1252653,33.88844362
-118.0559626,34.08967781
-118.0926556,34.69264145
-118.3088448,33.79783726
-118.0325871,33.92322171
-118.2071329,33.90426476
-118.2924352,33.96004315
-118.312806,33.78949498
-118.5941961,34.29839474
-118.1487834,33.86951147
-118.2191234,34.64924969
-117.9937669,34.04598084
-118.1076977,33.83604903
-118.2311576,34.05913145
-118.1225254,34.00661745
-118.1336837,33.85093954
-118.3844226,33.93098101
-118.2754856,33.86634772
-118.1812819,34.01461946
-118.1389797,34.66029724
-117.9434748,34.04164089
-117.9512083,34.02613817
-118.2249239,33.87713991
-118.1182777,34.66036305
-118.042305,34.05379479
-118.1813546,34.02758101
-118.0860191,34.5727667
-118.1033445,33.9135931
-117.9902749,33.89873846
-117.978428,34.13953266
-118.094555,33.98638332
-118.1548371,33.88906695
-118.1173623,33.88937415
-118.0072144,33.9351792
-118.2059057,33.88456911
-118.0698111,33.86387124
-117.798009,34.06044066
-118.1395965,33.87478318
-118.1753653,33.89882633
-118.3440864,34.09380374
-117.9907866,33.92660091
-118.0727007,33.88039718
-117.9907032,33.92673071
-118.0804653,34.01222755
-118.228185,33.88857951
-118.0643633,34.07270831
-118.1958218,33.89840004
-118.1688521,33.90365671
-118.1459217,34.02239075
-118.0015046,34.05261149
-118.2374388,33.89260638
-118.0817708,33.91271376
-118.0582535,33.98602887
-118.0752792,33.97863456
-118.362436,33.94544679
-118.3804213,34.08806974
-118.2193511,34.20512945
-118.2308503,33.89505088
-118.6152028,34.45160991
-118.0764633,33.84072671
-118.2854531,33.8082558
-118.1318218,34.17845614
-118.0902142,34.68967364
-118.1345776,34.70393317
-117.9496899,34.0406148
-118.2321311,34.05899702
-118.1287367,34.64835897
-118.112284,34.71519352
-118.0552529,33.90879231
-118.1424107,34.69280346
-118.3715983,34.09313834
-118.0893325,34.67842728
-117.9318984,34.03106756
-118.1119657,34.69142725
-118.1561825,33.89464056
-118.0944815,33.9687388
-117.9496899,34.0406148
-118.5621001,34.39471942
-117.990518,34.12211933
-118.2370294,34.66010049
-117.9887904,34.03485262
-118.5711215,34.22089267
-118.2316295,34.05914118
-118.2197085,33.83179872
-117.9810159,34.01479694
-118.0915563,34.76266961
-118.156447,34.58720405
-118.2107076,33.90694848
-117.9931982,33.93122256
-118.0714468,33.8720197
-117.8980765,34.11924902
-118.0818112,34.01091197
-118.111119,33.96200504
-118.4676561,34.2282769
